,"Time      (s) efficiency_1,000e+00","Thrust    (N) efficiency_1,000e+00"
1404,1.4039999999999562,3729.739416751689
1405,1.404999999999956,3729.648953643648
1406,1.405999999999956,3729.558489821384
1407,1.4069999999999558,3729.468025285012
1408,1.4079999999999555,3729.377560034645
1409,1.4089999999999556,3729.2870940704192
1410,1.4099999999999555,3729.196627392432
1411,1.4109999999999554,3729.106160000811
1412,1.4119999999999553,3729.015691895678
1413,1.4129999999999552,3728.925223077147
1414,1.413999999999955,3728.834753545343
1415,1.414999999999955,3728.74428330038
1416,1.4159999999999549,3728.653812342369
1417,1.4169999999999547,3728.563340671435
1418,1.4179999999999546,3728.47286828771
1419,1.4189999999999543,3728.3823951912864
1420,1.4199999999999544,3728.291921382298
1421,1.4209999999999543,3728.2014468608586
1422,1.4219999999999542,3728.110971627083
1423,1.422999999999954,3728.020495681089
1424,1.423999999999954,3727.930019023008
1425,1.424999999999954,3727.839541652938
1426,1.4259999999999535,3727.749063570994
1427,1.4269999999999536,3727.658584777314
1428,1.4279999999999535,3727.568105271996
1429,1.4289999999999534,3727.477625055181
1430,1.4299999999999533,3727.387144126948
1431,1.4309999999999532,3727.296662487456
1432,1.431999999999953,3727.206180136784
1433,1.432999999999953,3727.115697075063
1434,1.4339999999999529,3727.025213302421
1435,1.4349999999999528,3726.934728818957
1436,1.4359999999999526,3726.844243624799
1437,1.4369999999999523,3726.753757720061
1438,1.4379999999999524,3726.6632711048496
1439,1.4389999999999523,3726.5727837792906
1440,1.4399999999999522,3726.482295743499
1441,1.440999999999952,3726.391806997586
1442,1.441999999999952,3726.30131754167
1443,1.442999999999952,3726.210827375855
1444,1.4439999999999518,3726.120336500268
1445,1.4449999999999517,3726.029844915028
1446,1.4459999999999515,3725.939352620245
1447,1.4469999999999514,3725.848859616031
1448,1.447999999999951,3725.758365902499
1449,1.4489999999999512,3725.667871479772
1450,1.449999999999951,3725.577376347963
1451,1.450999999999951,3725.486880507184
1452,1.4519999999999509,3725.396383957546
1453,1.4529999999999508,3725.30588669916
1454,1.4539999999999509,3725.215388732153
1455,1.4549999999999506,3725.124890056625
1456,1.4559999999999504,3725.0343906727
1457,1.4569999999999503,3724.943890580489
1458,1.4579999999999502,3724.8533897801135
1459,1.45899999999995,3724.7628882716704
1460,1.45999999999995,3724.672386055288
1461,1.46099999999995,3724.5818831310703
1462,1.4619999999999498,3724.491379499134
1463,1.4629999999999497,3724.400875159598
1464,1.4639999999999496,3724.3103701125647
1465,1.4649999999999497,3724.219864358156
1466,1.4659999999999491,3724.129357896472
1467,1.4669999999999492,3724.038850727643
1468,1.4679999999999491,3723.948342851763
1469,1.468999999999949,3723.85783426896
1470,1.469999999999949,3723.767324979347
1471,1.4709999999999488,3723.6768149830314
1472,1.471999999999949,3723.586304280108
1473,1.4729999999999486,3723.4957928707167
1474,1.4739999999999485,3723.405280754951
1475,1.4749999999999484,3723.314767932931
1476,1.4759999999999482,3723.224254404781
1477,1.476999999999948,3723.13374017058
1478,1.477999999999948,3723.04322523047
1479,1.478999999999948,3722.952709584548
1480,1.4799999999999478,3722.862193232921
1481,1.4809999999999477,3722.77167617572
1482,1.4819999999999476,3722.681158413033
1483,1.4829999999999477,3722.590639944986
1484,1.4839999999999474,3722.500120771679
1485,1.4849999999999473,3722.409600893234
1486,1.4859999999999471,3722.3190803097577
1487,1.486999999999947,3722.228559021363
1488,1.487999999999947,3722.138037028143
1489,1.4889999999999468,3722.04751433024
1490,1.4899999999999467,3721.95699092774
1491,1.4909999999999466,3721.866466820754
1492,1.4919999999999465,3721.775942009412
1493,1.4929999999999464,3721.685416493804
1494,1.4939999999999465,3721.5948902740415
1495,1.494999999999946,3721.504363350235
1496,1.495999999999946,3721.413835722504
1497,1.496999999999946,3721.3233073909514
1498,1.4979999999999458,3721.232778355677
1499,1.4989999999999457,3721.1422486168094
1500,1.4999999999999456,3721.051718174448
1501,1.5009999999999457,3720.961187028698
1502,1.5019999999999454,3720.870655179673
1503,1.5029999999999453,3720.780122627481
1504,1.5039999999999452,3720.689589372236
1505,1.504999999999945,3720.599055414041
1506,1.505999999999945,3720.50852075301
1507,1.5069999999999448,3720.417985389236
1508,1.5079999999999447,3720.327449322843
1509,1.5089999999999446,3720.2369125539294
1510,1.5099999999999445,3720.1463750826215
1511,1.5109999999999444,3720.05583690901
1512,1.5119999999999445,3719.965298033196
1513,1.5129999999999442,3719.8747584553066
1514,1.513999999999944,3719.7842181754418
1515,1.514999999999944,3719.693677193708
1516,1.5159999999999438,3719.603135510212
1517,1.5169999999999435,3719.512593125057
1518,1.5179999999999436,3719.422050038365
1519,1.5189999999999435,3719.3315062502384
1520,1.5199999999999434,3719.240961760772
1521,1.5209999999999433,3719.150416570076
1522,1.5219999999999432,3719.059870678268
1523,1.522999999999943,3718.9693240854513
1524,1.523999999999943,3718.878776791727
1525,1.5249999999999428,3718.7882287972
1526,1.5259999999999427,3718.697680101985
1527,1.5269999999999426,3718.607130706184
1528,1.5279999999999423,3718.516580609909
1529,1.5289999999999424,3718.426029813261
1530,1.5299999999999423,3718.335478316336
1531,1.5309999999999422,3718.244926119249
1532,1.531999999999942,3718.1543732221176
1533,1.532999999999942,3718.063819625041
1534,1.533999999999942,3717.973265328112
1535,1.5349999999999415,3717.882710331441
1536,1.5359999999999416,3717.792154635136
1537,1.5369999999999415,3717.701598239312
1538,1.5379999999999414,3717.61104114406
1539,1.5389999999999413,3717.520483349488
1540,1.5399999999999412,3717.429924855703
1541,1.540999999999941,3717.33936566281
1542,1.541999999999941,3717.2488057709247
1543,1.5429999999999409,3717.1582451801382
1544,1.5439999999999408,3717.0676838905474
1545,1.5449999999999406,3716.977121902269
1546,1.5459999999999403,3716.886559215409
1547,1.5469999999999404,3716.7959958300657
1548,1.5479999999999403,3716.705431746346
1549,1.5489999999999402,3716.614866964358
1550,1.54999999999994,3716.524301484196
1551,1.55099999999994,3716.4337353059727
1552,1.55199999999994,3716.343168429777
1553,1.5529999999999398,3716.252600855733
1554,1.5539999999999397,3716.1620325839326
1555,1.5549999999999395,3716.071463614487
1556,1.5559999999999394,3715.980893947491
1557,1.556999999999939,3715.89032358304
1558,1.5579999999999392,3715.7997525212495
1559,1.558999999999939,3715.709180762222
1560,1.559999999999939,3715.618608306058
1561,1.5609999999999389,3715.5280351528586
1562,1.5619999999999388,3715.437461302734
1563,1.5629999999999389,3715.346886755786
1564,1.5639999999999386,3715.256311512098
1565,1.5649999999999384,3715.165735571795
1566,1.5659999999999383,3715.0751589349743
1567,1.5669999999999382,3714.984581601734
1568,1.567999999999938,3714.8940035721657
1569,1.568999999999938,3714.803424846388
