,time,Thrust,Pressure Tank,PX309_OMEGA_ain4,Combustion chamber pressure,thermocouple_AD8495_ain8,thermocouple_AD8495_ain9,Ox mass,thermocouple_AD8495_ain12,thermocouple_AD8495_ain13,Thrust avg,Thrust avg_integral,"Time      (s) efficiency_9,950e-01",Time      (s),ISP     (m/s),C*      (m/s),Pe/Pb     (-),Thrust (sim),Impulse (sim),Pressure Tank (sim),P inj. (psia),Pressure combustion chamber (sim),P crit (psia),m. ox. (kg/s),Gox (kg/s-m2),r.     (mm/s),Ullage       
0,0.0,2833.60798,724.7111,530.74319,23.30647,-515.15055,4.22365,71.16032,0.43398,2.01301,2833.60798,0.0,0.0,0.0,1991.479937411125,1479.631781065828,0.8720908335938485,3637.073574676781,3.637073574676781,700.1305744740964,584.2052401961344,230.53839723876663,439.18477609331865,1.457632752318544,482.67158745018617,4.3945805025595845,0.5400732411527375
1,0.002500000000011937,2830.9355200000005,721.74253,534.72235,22.86434,-516.28745,1.76037,70.87786,1.0656,2.70779,2832.2717500000003,7.082349662533818,0.001,0.001,1991.4776213504413,1479.628564021264,0.8720970403501421,3636.986813372679,7.27406038804946,700.107990214329,584.1826305786357,230.54003800322437,439.1675007109951,1.4575959626972057,482.5226305196059,4.393902161678911,0.5401464767541929
2,0.005000000000009663,2833.60798,720.92143,539.71208,23.43279,-512.56094,3.78152,71.26792,0.74979,2.07617,2832.71716,14.163585800027377,0.002,0.002,1991.4728365543272,1479.6260321104126,0.8720927963202527,3636.9136314551456,10.910974019504604,700.0854064844323,584.1629727630938,230.53891608815465,439.1526762108803,1.4575672359860203,482.3764277265218,4.393236259651388,0.5402197072102072
3,0.00750000000000739,2830.9355200000005,720.66879,542.04904,24.19072,-508.77127,2.13933,71.11997,0.56031,0.56031,2832.2717500000003,21.244821937520936,0.003,0.003,1991.465769568944,1479.6233323667766,0.8720822148490112,3636.832349851593,14.5478063693562,700.0628233114664,584.1426741102108,230.536118861849,439.1373196203397,1.457536756448087,482.22972925039,4.39256799896092,0.5402929324334202
4,0.010000000000005116,2833.60798,718.33183,547.85987,24.0644,-511.1714,1.69721,70.36675,0.30766,0.93927,2832.538996,28.325835370014495,0.004,0.004,1991.457671178471,1479.6206587944905,0.8720683463754719,3636.750038872698,18.184556408228897,700.0402406894352,584.1225154435197,230.53245271201857,439.1220792565692,1.4575066574820814,482.0832411336413,4.391900595101017,0.5403661524436617
5,0.012500000000002842,2829.6205,717.44757,536.55402,24.44337,-512.37146,1.63405,71.30827,2.5183,0.56031,2832.05258,35.406574840008055,0.005,0.005,1991.4489691583003,1479.6179738906856,0.8720526650488567,3636.666439584872,21.821222847813768,700.0176586195264,584.1023270550265,230.52830733201296,439.10681421145193,1.457476475394932,481.9368098730853,4.391233349030268,0.5404393672374643
6,0.015000000000000568,2830.9355200000005,716.18435,535.73293,31.77006,-507.76069,3.3394,70.66265,0.49714,0.68663,2831.8930000000005,42.48650681500162,0.006,0.006,1991.4399495962411,1479.6152883344282,0.872036008382382,3636.582300571924,25.45780514838569,699.9950771013682,584.0821458305583,230.5239041195902,439.0915551111343,1.457446310972463,481.7904687352931,4.390566412421352,0.5405125768164236
7,0.017500000000012506,2830.9355200000005,715.48958,524.30076,24.63285,-514.89791,2.77095,71.37552,0.81295,0.43398,2831.7733150000004,49.56608970878543,0.007,0.007,1991.430755690248,1479.612601173844,0.872018821699094,3636.497834212674,29.094302982598368,699.9724961349265,584.061963752697,230.51936079650204,439.0762952988064,1.457416142308074,481.6442104030527,4.389899752064338,0.540585781181035
8,0.020000000000010232,2833.60798,714.35267,532.51171,25.2013,-515.90848,2.5183,70.95856,0.62347,2.01301,2831.977166666667,56.64577781086233,0.008,0.008,1991.4214675917797,1479.6099133577904,0.8720013481032395,3636.4131975668497,32.73071618016522,699.9499157200944,584.0417825639774,230.51474162768736,439.0610362212845,1.457385974163592,481.4980363780486,4.389233374930356,0.5406589803320323
9,0.022500000000007958,2829.6205,714.60532,532.57487,26.59085,-510.79243,2.45514,70.85096,1.19192,1.25508,2831.7415,63.72542614418922,0.009,0.009,1991.412128169032,1479.60722508201,0.8719837189054913,3636.328466599883,36.3670446467651,699.9273358567799,584.0216018855111,230.51008132530012,439.0457775639844,1.4573558055040632,481.3519462456911,4.388567279257979,0.5407321742700979
10,0.025000000000005684,2830.9355200000005,714.60532,540.72266,26.08556,-509.90817,2.58146,71.65798,-0.19763,-0.00814,2831.6682290909093,70.80468830554642,0.01,0.01,1991.4027607690025,1479.6045365217642,0.8719660053332607,3636.243684452909,40.00328833121801,699.90475654489,584.0014217995322,230.5053987184043,439.0305193951877,1.457325636554582,481.2059400079151,4.387901465183975,0.540805362995924
11,0.02750000000000341,2829.6205,715.42641,536.99615,27.91723,-509.33972,2.58146,71.53693,0.37082,-0.19763,2831.4975850000005,77.88364557315361,0.011,0.011,1991.393378014447,1479.6018477569664,0.871948245956415,3636.158874067644,43.639447205285656,699.882177784329,583.981242288042,230.5007040029957,439.01526169995344,1.457295467266338,481.0600175762399,4.387235932432791,0.5408785465102018
12,0.030000000000001137,2830.9355200000005,710.563,531.62745,26.14872,-511.36088,2.96043,70.47435,-0.57659,0.18134,2831.4543492307694,84.96233549093564,0.012,0.012,1991.3839867498805,1479.5991588341874,0.8719304616747244,3636.074047967152,47.275521253252805,699.8595995750029,583.961063354828,230.496002703958,439.0000044814298,1.4572652976500604,480.9141788819343,4.38657068081874,0.5409517248136229
13,0.032500000000013074,2826.90562,710.75249,521.64799,26.90665,-520.32976,3.84469,71.80593,1.0656,0.93927,2831.12944,92.0405652275079,0.013,0.013,1991.374590682244,1479.5964697779473,0.8719126638098641,3635.989212915734,50.91151046616854,699.8370219168187,583.9408849989422,230.4912978141904,438.9847477388333,1.4572351277035371,480.76842385207686,4.385905710136847,0.5410248979068757
14,0.0350000000000108,2833.60798,709.93139,519.87948,29.68574,-510.91875,3.02359,71.18722,0.18134,2.64462,2831.294676,99.11859537250146,0.014,0.014,1991.3651918201144,1479.5937806016875,0.871894858495532,3635.9043725825663,54.5474148387511,699.8144448096815,583.920707220468,230.4865909551453,438.96949147223614,1.457204957427371,480.6227524147584,4.385241020186581,0.5410980657906522
15,0.037500000000008527,2829.6205,708.22604,529.22733,27.53826,-505.04476,2.83411,71.45622,-0.70292,1.76037,2831.1900400000004,106.19670126749503,0.015,0.015,1991.3557912516144,1479.5910913126609,0.8718770490546153,3635.8195289546143,58.18323436770572,699.7918682534977,583.9005300192623,230.48188300523145,438.9542356815229,1.4571747868215514,480.4771644979499,4.384576610766689,0.5411712284656417
16,0.04000000000000625,2830.9355200000005,707.9734,530.17474,31.45426,-504.34999,3.02359,70.95856,0.93927,1.50772,2831.1750682352945,113.27465765278271,0.016,0.016,1991.3463895662453,1479.5884019148018,0.8718592372872496,3635.7346831086215,61.81896905081434,699.7692922481732,583.8803533952324,230.47717444031807,438.9389803666201,1.4571446158861991,480.33166002974855,4.383912481676317,0.5412443859325345
17,0.04250000000000398,2825.5906,708.85765,539.90156,30.69632,-498.09704,4.41314,71.01236,1.0656,0.2445,2830.8648200000002,120.35220751307038,0.017,0.017,1991.3369870833687,1479.585712410245,0.8718414241686329,3635.649835627981,65.45461888644232,699.7467167936146,583.8601773482745,230.47246551819933,438.9237255274451,1.4571144446214062,480.18623893832427,4.38324863271477,0.54131753819202
18,0.045000000000001705,2829.6205,705.95224,529.98526,28.54884,-506.43431,2.77095,71.06616,0.43398,3.90785,2830.7993294736843,127.42928769990606,0.018,0.018,1991.327583976002,1479.583022800149,0.8718236102270901,3635.5649868289,69.09018387327122,699.7241418897263,583.8400018782881,230.46775637853932,438.9084711639173,1.4570842730272784,480.0409011519346,4.382585063681575,0.5413906852447884
